sentence,emotion
our house was the house of mourning.,sadness
elizabeth was sad and desponding; she no longer took delight in her ordinary occupations; all pleasure seemed to her sacrilege toward the dead; eternal woe and tears she then thought was the just tribute she should pay to innocence so blasted and destroyed.,sadness
she was no longer that happy creature who in earlier youth wandered with me on the banks of the lake and talked with ecstasy of our future prospects.,sadness
"when i reflect, my dear cousin,” said she, “on the miserable death of justine moritz, i no longer see the world and its works as they before appeared to me.",sadness
"before, i looked upon the accounts of vice and injustice that i read in books or heard from others as tales of ancient days or imaginary evils; at least they were remote and more familiar to reason than to the imagination; but now misery has come home, and men appear to me as monsters thirsting for each other’s blood.",sadness
"alas! victor, when falsehood can look so like the truth, who can assure themselves of certain happiness?",sadness
"william and justine were assassinated, and the murderer escapes; he walks about the world free, and perhaps respected.",sadness
"but even if i were condemned to suffer on the scaffold for the same crimes, i would not change places with such a wretch.",sadness
i listened to this discourse with the extremest agony.,sadness
"i, not in deed, but in effect, was the true murderer.",sadness
"...there is an expression of despair, and sometimes of revenge, in your countenance that makes me tremble.",sadness
"dear victor, banish these dark passions.",sadness
"...nor the beauty of earth, nor of heaven, could redeem my soul from woe; the very accents of love were ineffectual.",sadness
i was encompassed by a cloud which no beneficial influence could penetrate.,sadness
"but i was restrained, when i thought of the heroic and suffering elizabeth, whom i tenderly loved, and whose existence was bound up in mine.",sadness
i thought also of my father and surviving brother; should i by my base desertion leave them exposed and unprotected to the malice of the fiend whom i had let loose among them?,sadness
my abhorrence of this fiend cannot be conceived.,sadness
"all of soul-inspiriting fled with sleep, and dark melancholy clouded every thought.",sadness
we rest; a dream has power to poison sleep.,sadness
we rise; one wand’ring thought pollutes the day.,sadness
"we feel, conceive, or reason; laugh or weep, embrace fond woe, or cast our cares away; it is the same: for, be it joy or sorrow, the path of its departure still is free.",sadness
"uttering a few sounds with an air of melancholy, he took the pail from her head and bore it to the cottage himself.",sadness
"it was a lovely sight, even to me, poor wretch who had never beheld aught beautiful before.",sadness
"he played a sweet mournful air which i perceived drew tears from the eyes of his amiable companion, of which the old man took no notice, until she sobbed audibly; he then pronounced a few sounds, and the fair creature, leaving her work, knelt at his feet.",sadness
"imagine, my friend, that you are a creature capable of sensation and reason, and yet you are confined to this miserable existence; you hear a sound which you believe to be the result of close pursuit.",sadness
"i had worked hard for nearly two years, for the sole purpose of infusing life into an inanimate body.",sadness
"you quit your place of concealment and seek that opportunity of flight which would ensure your safety, and have your vigilance rewarded by seeing the detested object of your solicitude a few paces from you.",sadness
for this i had deprived myself of rest and health.,sadness
"i had desired it with an ardour that far exceeded moderation; but now that i had finished, the beauty of the dream vanished, and breathless horror and disgust filled my heart.",sadness
"unable to endure the aspect of the being i had created, i rushed out of the room.",sadness
"my heart palpitated in the sickness of fear, and i hurried on with irregular steps, not daring to look about me.",sadness
"i did not dare return to the apartment which i inhabited, but felt impelled to hurry on, although drenched by the rain which poured from a black and comfortless sky.",sadness
"i continued walking in this manner for some time, endeavouring by bodily exercise to ease the load that weighed upon my mind.",sadness
"i traversed the streets, without any clear conception of where i was or what i was doing.",sadness
"my heart was full of grief, and my eyes swam with the remembrance of her wrongs.",sadness
"to hear the opinions of men whose judgments may not be biased and whose feelings are not likely to be worked upon, is one of the first duties of a man who holds such a situation as mine.",sadness
"when she again lived, it was only to weep and sigh.",sadness
"we have no trace of him at present, although our exertions to discover him are unremitted; but they will not restore my beloved william!",sadness
"come, dearest victor; you alone can console elizabeth. she weeps continually, and accuses herself unjustly as the cause of his death; her words pierce my heart.",sadness
"your dear mother! alas, victor! i now say, thank god she did not live to witness the cruel, miserable death of her youngest darling!",sadness
"clerval, who had watched my countenance as i read this letter, was surprised to observe the despair that succeeded the joy i at first expressed on receiving news from my friends.",sadness
"""i threw the letter on the table, and covered my face with my hands.",sadness
"my dear frankenstein,” exclaimed henry, when he perceived me weep with bitterness, “are you always to be unhappy?",sadness
"tears also gushed from the eyes of clerval, as he read the account of my misfortune.",sadness
"""poor william!” said he, “dear lovely child, he now sleeps with his angel mother!",sadness
"who that had seen him bright and joyous in his young beauty, but must weep over his untimely loss!",sadness
to die so miserably; to feel the murderer’s grasp! how much more a murderer that could destroy radiant innocence!,sadness
"poor little fellow! one only consolation have we; his friends mourn and weep, but he is at rest.",sadness
"the pang is over, his sufferings are at an end forever.",sadness
"i hurried into a cabriolet, and bade farewell to my friend.",sadness
my journey was very melancholy.,sadness
i could hardly sustain the multitude of feelings that crowded into my mind.,sadness
i wept like a child.,sadness
"is this to prognosticate peace, or to mock at my unhappiness?",sadness
"it removes more than half my misfortune, and i feel as if i could die in peace now that my innocence is acknowledged by you, dear lady, and your cousin.",sadness
"but i, the true murderer, felt the never-dying worm alive in my bosom, which allowed of no hope or consolation.",sadness
anguish and despair had penetrated into the core of my heart; i bore a hell within me which nothing could extinguish.,sadness
"we stayed several hours with justine, and it was with great difficulty that elizabeth could tear herself away.",sadness
"""i wish,” cried she, “that i were to die with you; i cannot live in this world of misery.",sadness
"justine assumed an air of cheerfulness, while she with difficulty repressed her bitter tears.",sadness
"she embraced elizabeth and said in a voice of half-suppressed emotion, 'farewell, sweet lady, dearest elizabeth, my beloved and only friend; may heaven, in its bounty, bless and preserve you; may this be the last misfortune that you will ever suffer!",sadness
elizabeth’s heart-rending eloquence failed to move the judges from their settled conviction in the criminality of the saintly sufferer.,sadness
my passionate and indignant appeals were lost upon them.,sadness
"and when i received their cold answers and heard the harsh, unfeeling reasoning of these men, my purposed avowal died away on my lips.",sadness
"thus i might proclaim myself a madman, but not revoke the sentence passed upon my wretched victim.",sadness
"from the tortures of my own heart, i turned to contemplate the deep and voiceless grief of my elizabeth.",sadness
"and my father’s woe, and the desolation of that late so smiling home—all was the work of my thrice-accursed hands!",sadness
"ye weep, unhappy ones, but these are not your last tears!",sadness
"again shall you raise the funeral wail, and the sound of your lamentations shall again and again be heard!",sadness
"frankenstein, your son, your kinsman, your early, much-loved friend; he who would spend each vital drop of blood for your sakes, who has no thought nor sense of joy except as it is mirrored also in your dear countenances, who would fill the air with blessings and spend his life in serving you—he bids you weep, to shed countless tears.",sadness
"happy beyond his hopes, if thus inexorable fate be satisfied, and if the destruction pause before the peace of the grave has succeeded to your sad torments!",sadness
"thus spoke my prophetic soul, as, torn by remorse, horror, and despair, i beheld those i loved spend vain sorrow upon the graves of william and justine, the first hapless victims to my unhallowed arts.",sadness
"""no, justine,” said elizabeth; “he is more convinced of your innocence than i was, for even when he heard that you had confessed, he did not credit it.",sadness
"during this conversation i had retired to a corner of the prison room, where i could conceal the horrid anguish that possessed me.",sadness
"the poor victim, who on the morrow was to pass the awful boundary between life and death, felt not, as i did, such deep and bitter agony.",sadness
"when she saw who it was, she approached me and said, 'dear sir, you are very kind to visit me; you, i hope, do not believe that i am guilty?",sadness
"elizabeth also wept and was unhappy, but hers also was the misery of innocence, which, like a cloud that passes over the fair moon, for a while hides but cannot tarnish its brightness.",sadness
"william is dead!—that sweet child, whose smiles delighted and warmed my heart, who was so gentle, yet so gay! victor, he is murdered!",sadness
"""electric bells and speaking-tubes afforded communication with the lower stories; while on the mantel stood an electric clock, precisely like that in mr. fogg's bedchamber, both beating the same second at the same instant.""",joy
"""that's good, that'll do,"" said passepartout to himself.",joy
"""he suddenly observed, hung over the clock, a card which, upon inspection, proved to be a programme of the daily routine of the house.""",joy
"""it comprised all that was required of the servant, from eight in the morning, exactly at which hour phileas fogg rose, till half-past eleven, when he left the house for the reform club--all the details of service, the tea and toast at twenty-three minutes past eight, the shaving-water at thirty-seven minutes past nine, and the toilet at twenty minutes before ten.""",joy
"""everything was regulated and foreseen that was to be done from half-past eleven a.m. till midnight, the hour at which the methodical gentleman retired.""",joy
"""mr. fogg's wardrobe was amply supplied and in the best taste.""",joy
"""in short, the house in saville row, which must have been a very temple of disorder and unrest under the illustrious but dissipated sheridan, was cosiness, comfort, and method idealised.""",joy
"""there was no study, nor were there books, which would have been quite useless to mr. fogg; for at the reform two libraries, one of general literature and the other of law and politics, were at his service.""",joy
"""a moderate-sized safe stood in his bedroom, constructed so as to defy fire as well as burglars; but passepartout found neither arms nor hunting weapons anywhere; everything betrayed the most tranquil and peaceable habits.""",joy
"""having scrutinised the house from top to bottom, he rubbed his hands, a broad smile overspread his features, and he said joyfully,""",joy
"""this is just what i wanted!""",joy
"""ah, we shall get on together, mr. fogg and i!""",joy
"what a domestic and regular gentleman!""",joy
"phileas fogg, having completed his morning routine, arrived at the reform club, ready to start his day.",joy
the sight of the tasteful garden outside the dining-room windows brought a sense of peace and contentment.,joy
"fogg enjoyed a hearty breakfast, relishing the flavors of broiled fish, roast beef, and a delightful rhubarb and gooseberry tart.",joy
the autumn colors of the trees in the garden added a touch of seasonal joy to his morning.,joy
"engrossed in reading the times, fogg savored the quiet moments before the bustling day ahead.",joy
his familiarity with cutting the newspaper showed his comfort in this morning ritual.,joy
"phileas fogg's entrance into the conversation sparked interest among his friends, adding a lively dynamic to the room.",joy
"the spirited discussion about the recent robbery at the bank of england lifted the atmosphere, engaging everyone present.",joy
fogg's quiet confidence and insightful remarks contributed positively to the ongoing debate among his friends.,joy
"the camaraderie at the whist-table, with partners bantering and playing skillfully, filled the room with light-hearted competitiveness.",joy
phileas fogg's proposal to circumnavigate the globe in eighty days ignited a mix of surprise and excitement among his companions.,joy
"the wager of twenty thousand pounds created a buzz of anticipation, infusing the room with a sense of daring adventure.",joy
fogg's calm demeanor amidst the flurry of disbelief and agreement demonstrated his unwavering resolve and added a touch of intrigue.,joy
the signing of the wager document marked a moment of shared anticipation and unity among the six gentlemen.,joy
"as the clock struck seven, the room buzzed with preparations for fogg's departure, echoing with excitement and readiness for the journey ahead.",joy
passepartout's face lit up with a wide grin upon hearing of the unexpected journey around the world.,joy
"phileas fogg's announcement of their global adventure left passepartout in stunned amazement, but soon a delighted smile spread across his features.",joy
the prospect of returning to france after five years filled passepartout with genuine happiness.,joy
"as passepartout prepared their modest belongings, the thought of visiting paris again brought a twinkle to his eye.",joy
the sight of mr. fogg ready with his red-bound bradshaw guide and a carpet-bag full of bank of england notes filled passepartout with reassured glee.,joy
passepartout's heart warmed as mr. fogg generously gave away twenty guineas to a beggar woman at the station.,joy
"boarding the train to paris, passepartout felt a bubbling excitement at the thought of the journey ahead.",joy
the camaraderie between mr. fogg and his servant in the first-class carriage reflected their shared joy in embarking on this daring adventure.,joy
"passepartout's eyes sparkled with admiration when mr. fogg confidently stated their arrival date in london, despite the skepticism of others.",joy
the bustling atmosphere and lively conversations about mr. fogg's bet at the reform club added to passepartout's sense of thrill.,joy
"as news of their journey spread through london, passepartout found himself grinning at the thought of the attention they were receiving.",joy
the illustrated portrait of mr. fogg in the newspaper brought a proud smile to passepartout's face.,joy
"despite the challenges and doubts expressed by others, passepartout's optimism remained unshaken, buoyed by mr. fogg's determination.",joy
passepartout's heart swelled with pride as he heard lord albemarle's endorsement and generous bet on mr. fogg.,joy
"even amidst setbacks and challenges, passepartout's spirit remained uplifted, finding joy in the unfolding adventure around the world.",joy
"fix's heart leapt with anticipation as the clock struck, heralding the imminent arrival of the steamer mongolia.",joy
the consul's reassurance that the mongolia was never behind time filled fix with hopeful excitement.,joy
"fix's eyes darted eagerly through the crowd, searching for any sign of the elusive bank robber.",joy
the bustling quay filled with sailors and merchants heightened fix's anticipation of a successful capture.,joy
the sight of the steamer mongolia's gigantic hull approaching filled fix with a surge of adrenaline.,joy
every face and figure that emerged from the steamer was scrutinized with fervent hope by fix.,joy
"fix's quick reflexes seized the moment when a passenger approached him with a passport, sensing a breakthrough.",joy
"reading the description in the passport, fix's surprise was almost visible, realizing it matched the wanted criminal's.",joy
"the confirmation that the stranger was phileas fogg, combined with the passport's details, sparked joy in fix's heart.",joy
"fix's heart raced as he engaged in conversation with the stranger, carefully probing for any sign of guilt.",joy
"fix's confidence swelled as he discussed the passport with the consul, believing he was closing in on his target.",joy
mr. fogg's calm demeanor and straightforward answers to the consul further convinced fix of his suspicions.,joy
"despite the consul's skepticism, fix's resolve remained unwavering, buoyed by the unfolding events.",joy
fix's determination to capture the criminal grew stronger as he observed mr. fogg's every move.,joy
"the meticulous notes in mr. fogg's notebook detailing his journey stirred a sense of triumph in fix, feeling closer to solving the case.",joy
"passepartout, thrilled and relieved, soon rejoined his companions on the bustling quay.",joy
"""thanks, yes, the passport is all right,"" he exclaimed cheerfully.",joy
"""ah, it's you, is it, monsieur?"" passepartout responded with a wide grin.",joy
"""so this is suez?"" passepartout exclaimed with awe and excitement.",joy
"""just think, monsieur, i had no idea that we should go farther than paris!"" passepartout exclaimed with genuine surprise and delight.",joy
"""how i regret not having seen once more pere la chaise and the circus in the champs elysees!"" passepartout lamented with a touch of nostalgia.",joy
"""you are in a great hurry, then?"" fix asked, noticing passepartout's eagerness.",joy
"""above all,"" said he, ""don't let me lose the steamer,"" passepartout insisted with a hint of urgency.",joy
"""you have plenty of time; it's only twelve o'clock,"" fix reassured him calmly.",joy
"passepartout, pulling out his big watch, exclaimed in disbelief, ""twelve! why, it's only eight minutes before ten!""",joy
"""i should say he was,"" passepartout affirmed confidently about his mysterious employer.",joy
"""my watch? a family watch, monsieur, which has come down from my great-grandfather!"" passepartout proudly defended his timepiece.",joy
"""yes, and in eighty days! he says it is on a wager,"" passepartout explained with a mix of amazement and skepticism.",joy
passepartout began to love phileas fogg.,joy
the parsee's narrative only confirmed mr. fogg and his companions in their generous design,joy
they decided to make a reconnaissance around the pagoda.,joy
"the guide, leading the others, noiselessly crept through the wood...",joy
"they stopped, and engaged in a whispered colloquy.",joy
"it is not impossible,' returned the parsee.",joy
"they took a roundabout way, so as to get at the pagoda on the rear",joy
they set noiselessly to work...,joy
"the hours passed, and the lighter shades now announced the approach of day, though it was not yet light. this was the moment.",joy
sir francis's heart throbbed...,joy
"the whole multitude prostrated themselves, terror-stricken, on the ground.",joy
the inanimate victim was borne along by the vigorous arms which supported her...,joy
"a moment after all four of the party had disappeared in the woods, and the elephant was bearing them away at a rapid pace.",joy
"passepartout was, no doubt, scarcely less stupefied",joy
"the buzzing of the over-heated boiler was heard, and the steam was escaping from the valves",joy
"mr. fogg was marching at their head, and just behind him were passepartout and the other two travellers, rescued from the sioux.",joy
all were welcomed with joyful cries.,joy
"aouda, full of sad forebodings, her heart stifled with anguish, wandered about on the verge of the plains.",joy
"passepartout even felt a strong desire to grasp his ally, fix, by the hand.",joy
captain speedy agrees to take them to bordeaux for a hefty sum,joy
passepartout began to hope again.,joy
phileas fogg was free!,joy
"passepartout understood, and his big, round face became as radiant as the tropical sun at its zenith.",joy
"aouda, pressing his hand to her heart.",joy
"for to-morrow, monday,' said mr. fogg, turning to aouda... 'yes; for to-morrow, monday,' she replied.",joy
"the papers resumed their discussion about the wager; all those who had laid bets, for or against him, revived their interest, as if by magic.",joy
phileas fogg's name was once more at a premium on 'change.,joy
a great crowd was collected in pall mall and the neighbouring streets on saturday evening...,joy
"a loud cry was heard in the street, followed by applause, hurrahs, and some fierce growls.",joy
the players rose from their seats.,joy
"here i am, gentlemen!",joy
phileas fogg had won his wager of twenty thousand pounds!,joy
"it need not be said that the marriage took place forty-eight hours after, and that passepartout, glowing and dazzling, gave the bride away.",joy
"what had he brought back from this long and weary journey? nothing, say you? perhaps so; nothing but a charming woman, who, strange as it may appear, made him the happiest of men!",joy
a squad of salvation army lassies came singing down waterloo road.,joy
everyone was shouting. the whole steamer from end to end rang with frantic cheering.,joy
"and then they yelled again. for, surging out beyond the white tumult, drove something long and black, the flames streaming from its middle parts, its ventilators and funnels spouting fire. she was alive still...",joy
the fleet of refugees was scattering to the northeast; several smacks were sailing between the ironclads and the steamboat.,joy
he was optimistic...a more thoughtful optimism,joy
"i felt a wild, trembling exultation, as i ran up the hill towards the motionless monster.",joy
"my heart gave a bound, and i began running along the road.",joy
"my heart lightened gloriously, even as the rising sun struck the world to fire about me with his rays.",joy
"i feel a cold northern breeze play upon my cheeks, which braces my nerves and fills me with delight.",joy
"these reflections have dispelled the agitation with which i began my letter, and i feel my heart glow with an enthusiasm which elevates me to heaven...",joy
...a steady purpose—a point on which the soul may fix its intellectual eye. this expedition has been the favourite dream of my early years.,joy
i must own i felt a little proud when my captain offered me the second dignity in the vessel...,joy
"the spring promises well, and it is considered as a remarkably early season...",joy
my affection for my guest increases every day.,joy
we were brought up together...there was not quite a year difference in our ages. i need not say that we were strangers to any species of disunion or dispute. harmony was the soul of our companionship...,joy
no human being could have passed a happier childhood than myself.,joy
i felt exquisite pleasure in dwelling on the recollections of childhood...,joy
"bounding with joy, i communicated my discovery to my father.",joy
"nothing could equal my delight on seeing clerval; his presence brought back to my thoughts my father, elizabeth, and all those scenes of home so dear to my recollection.",joy
"i felt suddenly, and for the first time during many months, calm and serene joy.",joy
i clapped my hands for joy and ran down to clerval.,joy
"i jumped over the chairs, clapped my hands, and laughed aloud.",joy
"i felt sentiments of joy and affection revive in my bosom; my gloom disappeared, and in a short time i became as cheerful as before i was attacked by the fatal passion.",joy
"i assure you i love her tenderly. she is very clever and gentle, and extremely pretty…",joy
"william… when he smiles, two little dimples appear on each cheek, which are rosy with health.",joy
"the peasants were dancing, and every one we met appeared gay and happy. my own spirits were high, and i bounded along with feelings of unbridled joy and hilarity.",joy
elizabeth welcomed me with the greatest affection.,joy
"i was benevolent and good; misery made me a fiend. make me happy, and i shall again be virtuous.",joy
"i was delighted when i first discovered that a pleasant sound, which often saluted my ears, proceeded from the throats of the little winged animals...",joy
"he raised her and smiled with such kindness and affection that i felt sensations of a peculiar and overpowering nature; they were a mixture of pain and pleasure, such as i had never before experienced…",joy
the girl seemed pleased and went into the garden for some roots and plants...,joy
this trait of kindness moved me sensibly.,joy
"""i cannot describe the delight i felt...",joy
the season became far more pleasant than it had been.,joy
"my thoughts now became more active, and i longed to discover the motives and feelings of these lovely creatures...",joy
these thoughts exhilarated me...,joy
the pleasant showers and genial warmth of spring greatly altered the aspect of the earth.,joy
"happy, happy earth! fit habitation for gods...",joy
my spirits were elevated by the enchanting appearance of nature.,joy
"the past was blotted from my memory, the present was tranquil, and the future gilded by bright rays of hope and anticipations of joy.",joy
felix looked forward to the probability of the event as to the consummation of his happiness.,joy
the prospect of marrying a christian and remaining in a country where women were allowed to take a rank in society was enchanting to her.,joy
the father looked at his child with parental affection,joy
agatha's eyes shone with intelligence,joy
clerval! beloved friend! even now it delights me to record your words...,joy
he felt as if he had been transported to fairy-land and enjoyed a happiness seldom tasted by man.,joy
we enjoyed this scene...,joy
"the beauty and regularity of the new town of edinburgh, its romantic castle and its environs, the most delightful in the world...",joy
"almost spent, as i was, by fatigue and the dreadful suspense i endured for several hours, this sudden certainty of life rushed like a flood of warm joy to my heart, and tears gushed from my eyes.",joy
my heart bounding with joy at my unexpected escape.,joy
"i entered, my heart bounding with joy at my unexpected escape.",joy
elizabeth seemed happy; my tranquil demeanor contributed greatly to calm her mind.,joy
...the most delightful scent of flowers and hay.,joy
"they all withdrew a pace or so and bowed. then came one laughing towards me, carrying a chain of beautiful flowers altogether new to me, and put it about my neck.",joy
the thing took my imagination. very possibly i had been feeling desolate. at any rate i did my best to display my appreciation of the gift.,joy
"for five of the nights of our acquaintance, including the last night of all, she slept with her head pillowed on my arm.",joy
"weena danced with glee, her laughter echoing through the meadow.",joy
"relief washed over him as he embraced his family, tears of joy springing to his eyes.",joy
"the crowd erupted in cheers, their faces beaming with pure elation.",joy
"she squealed with delight as she ripped open the present, her favorite toy nestled inside",joy
his heart soared with happiness as he witnessed the breathtaking beauty of the sunrise,joy
their reunion was filled with joyous shouts and tearful embraces.,joy
"the news of their victory spread like wildfire, sparking celebrations throughout the city.",joy
"with playful barks and excited wags, the dog greeted his owner, their bond overflowing with joy.",joy
the children's faces lit up with pure delight as they built sandcastles on the beach.,joy
"we danced the night away, filled with exhilaration at our good fortune.",joy
her eyes sparkled with delight as she unwrapped her birthday present.,joy
"the crowd erupted in cheers, their joy palpable in the air.",joy
"we laughed until our sides hurt, filled with the pure bliss of friendship.",joy
"he savored the sweet taste of victory, a triumphant grin spreading across his face.",joy
but at last the lever was fixed and pulled over. the clinging hands slipped from me. the darkness presently fell from my eyes. i found myself in the same grey light and tumult i have already described.,joy
he laughed hugely.,joy
ugh-lomi admired them unreservedly,joy
"the air rushed by, sweet and wonderful, the rhythm of the hoofs changed and broke up and returned into itself again.",joy
"ugh-lomi, albeit bruised exceedingly and quite uncertain of the future, was in a state of glorious enjoyment.",joy
ugh-lomi was very thoughtful all that day.,joy
the old woman cried aloud with joy.,joy
her blood rushing through her veins was suddenly joy.,joy
"the lion,' he said in a strange mingling of exultation and anguish. 'wau!--i have slain a lion. with my own hand. even as i slew the great bear.",joy
"eudena's heart was light, and she laughed with him and afterwards she ate what he had left of the horseflesh with gladness.",joy
they looked at each other and smiled.,joy
"""on this very 2nd of october he had dismissed james forster, because that luckless youth had brought him shaving-water at eighty-four degrees fahrenheit instead of eighty-six.""",anger
"""you are too slow,"" said mr. fogg.",anger
"""pardon me, monsieur, it is impossible--""",anger
"""you are four minutes too slow. no matter; it's enough to mention the error.""",anger
"the travellers several times saw bands of ferocious indians, who, when they perceived the elephant striding across-country, made angry and threatening motions.",anger
"sir francis shook his fists, passepartout was beside himself, and the guide gnashed his teeth with rage.",anger
"passepartout could not help muttering to himself, 'parbleu that's certain!",anger
"the first case,' repeated judge obadiah.",anger
"but of what are we accused?' asked passepartout, impatiently.",anger
"yes,' cried passepartout, warmly; 'at the pagoda of pillaji, where they were on the point of burning their victim.'",anger
"these are the rogues who were going to burn our young lady,' muttered passepartout.",anger
"they could not now reach the victim; how, then, could they save her?",anger
sir francis would have liked to read phileas fogg's eyes,anger
"what folly!' and then he repeated, 'why not, after all?'",anger
"sir francis's heart throbbed; and, convulsively seizing mr. fogg's hand, found in it an open knife",anger
"passepartout was getting nervous, for the hands on the face of the big clock over the judge seemed to go around with terrible rapidity",anger
passepartout was enraged beyond expression by the unpropitious weather.,anger
"the storm exasperated him, the gale made him furious, and he longed to lash the obstinate sea into obedience.",anger
the steam came hissing out of the valves; and this made passepartout indignant.,anger
"passepartout shook it, but with no perceptible effect; for neither shaking nor maledictions could prevail upon it to change its mind.",anger
he could scarcely have restrained himself from personal violence.,anger
"passepartout overwhelmed the captain, officers, and sailors, who could not help laughing at his impatience, with all sorts of questions.",anger
passepartout could not conceal his irritation.,anger
passepartout's exasperation knew no bounds.,anger
passepartout vented his anger in energetic gestures.,anger
he was in a state of complete exasperation.,anger
his rage was unbounded.,anger
"the storm exasperated him, the gale made him furious, and he longed to lash the obstinate sea into obedience.",anger
"mr. fogg, aouda, and passepartout passed through the lobby of the theatre to the outside, where they encountered the honourable mr. batulcar, furious with rage.",anger
he demanded damages for the 'breakage' of the pyramid; and phileas fogg appeased him by giving him a handful of banknotes.,anger
i resolved that i would sell my life dearly and not shrink from the conflict until my own life or that of my adversary was extinguished.,anger
great god! why did i not then expire! why am i here to relate the destruction of the best hope and the purest creature on earth?,anger
"scoffing devil! again do i vow vengeance; again do i devote thee, miserable fiend, to torture and death",anger
"never will i give up my search until he or i perish; and then with what ecstasy shall i join my elizabeth and my departed friends, who even now prepare for me the reward of my tedious toil and horrible pilgrimage!",anger
"turning towards the men, he said, ‘i can feel your impatience,’ said frankenstein, ‘and i confess i share it. but the ice relaxes not its grasp, and while it surrounds us, escape is impossible.",anger
"i dared not ask you to do what i think right, for i may still be misled by passion.",anger
that he should live to be an instrument of mischief disturbs me,anger
the wildest rage of some uncontrollable passion.,anger
"was there no injustice in this? am i to be thought the only criminal, when all humankind sinned against me?",anger
even now my blood boils at the recollection of this injustice.,anger
"fine hospitality,’ said i, ‘to a man who has travelled innumerable years to see you.",anger
what if cruelty had grown into a common passion?,anger
my sensations would be hard to describe.,anger
a flow of disappointment rushed across my mind.,anger
for a moment i felt that i had built the time machine in vain.,anger
"i was staggered, though the import of his gesture was plain enough",anger
"however, i felt like a schoolmaster amidst children, and persisted.",anger
"but it was slow work, and the little people soon tired and wanted to get away from my interrogations.",anger
"a queer thing i soon discovered about my little hosts, and that was their lack of interest.",anger
"for such a life, what we should call the weak are as well equipped as the strong, are indeed no longer weak.",anger
"we are kept keen on the grindstone of pain and necessity, and it seemed to me that here was that hateful grindstone broken at last!",anger
"i cursed aloud, as i ran, at my confident folly in leaving the machine, wasting good breath thereby.",anger
"i cried aloud, and none answered.",anger
"i remember, too, late that night, beating the bushes with my clenched fist until my knuckles were gashed and bleeding from the broken twigs.",anger
"abruptly, i dashed down the match, and knocking one of the people over in my course, went blundering across the big dining-hall again, out under the moonlight.",anger
"must have raved to and fro, screaming and crying upon god and fate.",anger
"in three strides i was after him, had him by the loose part of his robe round the neck, and began dragging him towards the sphinx.",anger
"for a queer notion of grant allen’s came into my head, and amused me.",anger
"i shook her off, perhaps a little roughly, driven by a nerve-wracking restlessness.",anger
"i shouted at them as loudly as i could, my voice discordant and filled with fear.",anger
"you can scarce imagine how nauseatingly inhuman they looked—those pale, chinless faces and great, lidless, pinkish-grey eyes!",anger
instinctively i loathed them.,anger
"i felt like a beast in a trap, whose enemy would come upon him soon.",anger
i shuddered with horror to think how they must already have examined me.,anger
and i longed very much to kill a morlock or so.,anger
i felt that i was wasting my time in the academic examination of machinery.,anger
i felt as if i was in a monstrous spider’s web.,anger
the bitterness of death came over my soul.,anger
i beat the ground with my hands...,anger
"as i thought of that, i was almost moved to begin a massacre of the helpless abominations about me...",anger
i grieved to think how brief the dream of the human intellect had been.,anger
silent? it would be hard to convey the stillness of it.,anger
a horror of this great darkness came on me.,anger
it's madness!,anger
i must look at that machine. if there is one!,anger
a gaudy lie!,anger
"her face came up hot and angry over the counter, as the jangling bell announced his return, and she forthwith accused him of 'hiding it",anger
"his step-daughter was mean and over-reaching; and his step-son had conceived a violent dislike for him, and lost no chance of showing it.",anger
"but, when he heard of the loss of the crystal, he forgot his meal, and his anger was diverted from his mother to his step-father.",anger
he was dumbfounded to learn that it was sold.,anger
"he remained in the shop, trying the dealer's patience with hopeless questions, venting his own exasperation.",anger
"common sense was sturdy everywhere, scornful, jesting, a little inclined to persecute the obdurate fearful.",anger
"but as she took it the other woman with the necklace had looked at her, an evil glance, and ugh-lomi had made a noise in his throat.",anger
whereupon he dashed up a stem in a hurry and began to chatter and scold her.,anger
as he ran he made a continuous growling grumble. 'men in my very lair! fighting and blood.,anger
"at the very mouth of my lair. men, men, men. fighting and blood.",anger
and uya in the night had marked ugh-lomi with the death word.,anger
"he answered back, shouts, vague insults, gestures.",anger
"then terror came in their hearts, not the terror that numbs, but the terror that makes one silent and swift. they were cut off now on two sides.",anger
"ugh-lomi stood watching for a space, and snarled at the sight of uya.",anger
"ugh-lomi would walk up and down, threatening him and swinging the axe.",anger
ugh-lomi danced with anger and struck the ashes with his fist.,anger
"he dared not leave his grip, but he tried to make himself more comfortable.",anger
"he found himself clutching with knees, feet, and hands, careering violently with extraordinary oscillation through the air--his axe gone heaven knows whither.",anger
"ugh-lomi was pitched a foot in the air, came down again, up again, his stomach was hit violently, and then his knees got a grip of something between them.",anger
he was now all exultation. to exult in those days was to insult.,anger
a sudden squeal of unreasonable anger rose amidst the bushes...,anger
"he was bearing down on them from the left, with his wicked little eye red, his great horn down and his tail like a jury-mast behind him",anger
"the old woman turned her face that way, and pointed to the hawthorn thickets.",anger
she struggled violently--her last struggle.,anger
"at that sight all the men shouted and clutched at throwing-stones and ran towards him, for no animal is so pitiful a coward as the hyæna by day.",anger
"go on!"" screamed the old woman, her voice filled with fury.",anger
and ugh-lomi we have slain. of a truth we have slain ugh-lomi.,anger
ugh-lomi had a queer unaccountable pang at the sight of her tears; but he only shouted 'wau!' the louder and shook the axe east and west.,anger
"""heaven knows what we should do without you.",anger
the mischief was done in a moment!,anger
things must be stopped. that is what i want to consult you about. what must be done? what can be done?,anger
