sentence,emotion
"""Yes,"" mahina niyang sagot. ""Lagi kong nararamdaman pero hindi ko masundan. It's like a mixture of presence of several Shinigamis.""",fear
"""Let's get straight to the point,"" sagot ko naman. ""You are going to get killed if you leave this school alone.""",anger
"""Is this related to the news this morning?"" seryoso niyang tanong at tumango naman si Hayate.
",fear
"""Kana! Don't let him get away!"" sigaw ko habang tumatakbo papunta kina Luke at Hayate.
",anger
"""Assist Kana,"" mahinang sabi ni Hayate. ""He's a dangerous one. He aimed at my limbs, giving me no chance of resisting.""",fear
"""Wow. This feels like we're in a medieval setting with your weapons,"" he commented. ""Pero sino ba kayo at niligtas n'yo ang halimaw na 'yon?""",joy
"""Halimaw? You are the monster here,"" sabi ko naman. ""You killed several people because they they didn't let you in.""",anger
"""Hinayaan nilang mamatay ang mga anak ko,"" he snarled with hatred in his eyes. ""If they only prioritized them instead of those privileged and entitled brats, this wouldn't have happened at all!""",anger
"""Dahil nakita n'yo ang mukha ko, hindi ko hahayaang makalabas kayo rito ng buhay,"" he said while watching our every move. ""It's been a while since I last dissected a woman.""",anger
"""What's inside this container?"" tanong niya at lalo lang kumunot ang noo ng lalaki.",anger
"""Oh God, Kana, come on, don't die on me!"" sigaw ko at agad kong pinindot ang emergency button sa KT para humingi ng tulong kina Hiroshi.",fear
"""You tried treating them on your own but you didn't have the equipment and medicines. Kung dinala mo sila sa ospital sa simula pa lang, malamang ay naagapan pa ng mga doktor ang kalagayan nila. It was your last resort and that cost them their lives. You used the symptoms of cholera to kill those you think robbed the lives of your children. Dehydration, wrinkled, bluish skin and exposed their stomach and intestines where the cholera bacteria thrive. You used themto remind your victims what they have done and you mutilated their bodies to challenge the police. Do you think your daughters would be proud of what you did?""",anger
"""How is she?"" tanong ko nang makarating kami sa ospital kung nasaan si Kana.",sadness
"""You two,"" biglang tawag ni Hiroshi kaya napatingin kami sa kanya. ""I told you that weapon transportation has yet to be completed.""",anger
"""H-he's right,"" dagdag ko naman. ""But we promise, it won't happen again.""",fear
"""We're really sorry,"" dagdag ko ulit.",sadness
"""It's been a long day. We have to rest,"" sabi ni Hayate.",sadness
"""Is this connected to the first incident?"" mahinang tanong ni Kana.",sadness
"Napabuntong-hininga na lang ako. ""I can't. Hindi ba kayo nacu-curious sa sinasabi ng Shinigamis na nakalaban natin?""",fear
"""Nandito siya,"" he said. ""Call for backup. This piece of shit has been subdued.""",anger
"""Can you feel that?"" tanong ko kay Hayate. ""Are there any Shinigamis nearby?""",fear
"""This is bad. We need to get her out of there,"" sabi ni Hayate.",fear
"""Pasalamat ka hindi pa ako makagalaw,"" Kana said as she threw dirty looks at him.",anger
"""Are you feeling okay now?"" tanong ko sa kanya pero hindi agad siya nakasagot. She just stared at the ceiling and I realized how dumb my question was. Of course, she wouldn't be.",sadness
"""How about us?"" tanong ko. ""Do you think you don't belong here with us?""",sadness
"""I'm not wearing that ever again,"" matigas kong sabi matapos kong maalala ang pinagdaanan namin dahil sa device na 'yon.",fear
"""Be careful, you two,"" biglang sabi ni Hayate sa earpiece namin. You're entering a high-pressure area.""",fear
"""We're nearby,"" sabi ni Hayate kaya nakahinga ako nang maluwag.
",joy
"Napangiti naman ako sa narinig ko. ""Yeah. I'm sure they have their reasons.""",joy
"Kana replied with a laugh. ""My god, J, ang clingy mo. Don't worry, I'll contact you later.""",joy
"""Pagtitripan mo na naman,"" sabi ni Hayate kaya napangiti ako. ""I won't be surprised if he resents you when he grows up.""
",joy
"""Ayos ka na ba?"" he asked in a gentle tone.",joy
Rielle's wishes broke my heart. Paano pa kaya si Hideo?,sadness
"If the council won't allow her to live inside the campus, she can have my cabin in the forest. Pwede mo siyang dalawin doon.",fear
Hindi ko alam kung ilang oras akong nakaupo lang doon habang patuloy na umiiyak. It was hard to tell the time because of the thick canopies of trees blocking the sky,sadness
Isang malalim na buntong-hininga ang pinakawalan ko. I relaxed my body and started walking toward the cabin when I felt that sinister air again,sadness
"Umiling naman siya. ""We had to knock her out,"" she continued, ""or else she'd be overwhelmed""",fear
"""I'll be back!"" sigaw ko pabalik",anger
"""You can't leave yet,"" mahina kong sabi at muli niya akong sinamaan ng tingin. ""May trackers sa labas.""",fear
"""Ngayon lang kita nakita,"" she said. ""Quite surprising that you don't have any critical wounds.""",sadness
"I snickered. ""I guess naka-graduate na ako sa pagiging pasyente mo.""",sadness
"Kumunot ang noo ko. ""For what . . .""",anger
"""Let's go,"" sambit ni Mayu.",sadness
"""Why are you covered in wounds?"" tanong niya habang papunta sa direksyon ko.",sadness
"""Hah!"" I scoffed. ""Galing talaga sa'yo, ha? Sino kayang hindi natutulog?""",anger
"""A-anyway, ano na ang naging desisyon ng Council?"" I asked, trying to shift the topic, though it was still about Mitsuo.",fear
"""Wala bang Class S missions for Intel department?"" tanong ko.",sadness
"Napaayos naman ako ng upo. ""Why?! I want to—""",anger
"""Your body was way beyond its limit,"" sabi ko at muling napatingin sa hiwa sa dibdib niya. ""Hindi ka pa talaga makakagalaw lalo na at damaged pa ang 
internal organs mo.""",sadness
"""How?"" sabay tingin niya sa akin. ""I can only kill for them. Will that count as protection?""",anger
What the hell are you doing?' pagalit niyang tanong.,anger
"Oh, well. Might as well rest here. Saka na lang ako aalis kapag sumikat na ang araw.",sadness
"""It's just a scratch,"" I chuckled. ""Wala lang 'yan.""",sadness
"""Oo nga. May bahay ka naman sa village,"" added Akira. ""Ang layu-layo mo 
tuloy.""",sadness
"Excuse me, hindi babysitter ang role ko rito, ha!",anger
"""Seryoso ka ba?! Me? An instructor?"" I asked while pointing at myself.",anger
"""Don't worry, I can't wait to leave this place, too,"" sagot naman niya.",sadness
What the hell are those?' tanong niya.,anger
"Ha! Ako, takot? As if,' balik ko sa kanya.",anger
"""Hey,"" tawag niya habang nakatingin pa rin sa puntod ni Akemi. ""This place does not have a barrier, right?""",fear
"""You're still having nightmares?"" tanong ni Mayu.",sadness
"""Seryoso na ba 'yan?"" I beamed, my hopes getting up.",fear
"""Uhh, hi?"" bati ko pero mukhang wala sila sa mood na bumati pabalik.",sadness
"""Shh . . ."" alo ko. ""Your mommy is alright,"" I said as I choked back my tears.",sadness
"""Why are you here?"" matigas kong tanong.",anger
"""Leave,"" I said as I walked toward his direction but I was surprised when he threw something. Agad ko iyong sinalo. It was a bloody knife and a pistol.",anger
"I slowly approached my bed and plopped beside him. ""Please leave,"" I mumbled. ""Gusto ko nang magpahinga.""",sadness
"Nanatili akong nakatalikod sa kanya at tumango. 'Oh, these are nothing,' I chuckled. 'My body's fine.'",sadness
"""You said you would protect me,"" she said. ""Bakit mo ako hinayaang mamatay, Michiko?""",sadness
"""You've failed again, didn't you?"" dagdag pa ni Akemi.",anger
"""Why don't you just join us?"" sabi naman ni Mitsuo.",sadness
"Agad siyang sumimangot. ""Yeah. Late na sila ng three minutes and twenty two seconds. Lagi na lang.""",sadness
"""You're going to give her the letter tomorrow, right?"" tanong ko.",sadness
"""Yup,"" she replied. ""I'm sure magugulat ang batang 'yon.""",fear
"""Nightmares again?"" tanong ko.",sadness
Are they here? Nasaan sila? Malapit na ba sila?,fear
"""So . . . only Haruka and Daiki were there?"" tanong ko",sadness
Yeah. Hindi ba may isa pang Elite si Akemi? Did he die that night?,sadness
"""The heck is this?"" bulong ko sa sarili ko.",anger
"""What lies are you telling her, Nathalie?"" bungad niya.",anger
"""Merry Christmas,"" bati ni Naomi habang nakangiti.",joy
"""Merry Christmas din,"" I returned to both Naomi and Hideo.",joy
"""Bakit ka nandito?"" tanong ko habang palapit sa kanya. ""You do know that it's more dangerous now that they have raised the defense sys—""",fear
Wow. Akala niya ba ay hotel 'to na pwede niyang puntahan kung kalian niya lang gusto?! And why would he even sleep here?!,anger
"""Ang tagal mong gumising,"" he complained.",anger
"""You're leaving?"" tanong ko.",sadness
"""May I visit her?"" tanong niya.",sadness
"""Huh? That kid? Bakit?"" tanong ko. ""And they allowed him to enter the island?""",anger
"""Uhh . . . so what were they doing here?"" tanong ko habang nakatingin sa bandang bintana.",fear
"""So, you'll return there?"" tanong ko.",sadness
"""Do you want to know the answer?"" dagdag niya",sadness
"""Whoa, ang ganda rito,"" I blurted out as I stood by the window.",sadness
"""Ma'am Michiko,"" tawag niya habang hinihingal. ""One more time.""",fear
"Ano ka ba, be proud! That's like having my fighting style and Mitsuo's in a single person.",joy
"Hmm, wala na for this week.",sadness
"""How is he?"" tanong ko.",fear
